ORIGIN,,,,,,,,,,STATUS,,,,,DESCRIPTION AND CATALOG OF THE RULE,,,,,,MAIN DATA INFORMATION,,,,,,,,,,,TECHNICAL INFORMATION,,,,,,,,,,,,,,,,,,,,"Modificado (cambiado color a amarillo) --> NO TOCAR ARRASTRAR FORMULA
Nueva versión en verde (ajustar MMRule ""0N"")--> (Normativa de repositorios de configuraciones y jobs - 3.2 )",,,,,Extra info C360,,,Revision Final-WIP,,nueva version en verde,,,,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q21,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(2),The data value complies with the required format: ALPHANUMERIC(2),g_country_id,,,,,,t_katc_attributes_dp,,,,,,,,,ALPHANUMERIC(2),N/A,"^.{1,2}$",,,,,,,N/A,TRUE,,GL_MVP_t_katc_attributes_dp_3.2_000,NO CHANGES,,15.1.0,KATC_attributes-dp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesdpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesdpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,MVP REGULARIZACION,FINISHED,DELIVERED,,4Q25,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
A185","This field must have one of the values ​​listed in your catalog:
A185",g_label_calculation_type_id,,,,,,t_knfa_home_center,,,,,,,,,N/A,A185,N/A,,,,,,,N/A,FALSE,,290019cae2,NEW,,18.3.3,KNFA_home-center_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-homecentermrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-homecentermrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KNFA,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-knfa/blob/18.3.3/hammurabi/confs/master/knfa/KNFA_home-center_MRField.conf,,04/11/2025,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q21,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(4),The data value complies with the required format: ALPHANUMERIC(4),gf_entity_id,,,,,,t_katc_attributes_dp,,,,,,,,,ALPHANUMERIC(4),N/A,"^.{1,4}$",,,,,,,N/A,TRUE,,GL_MVP_t_katc_attributes_dp_3.2_002,NO CHANGES,,15.1.0,KATC_attributes-dp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesdpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesdpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q21,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(15),The data value complies with the required format: ALPHANUMERIC(15),g_customer_id,,,,,,t_katc_attributes_dp,,,,,,,,,ALPHANUMERIC(15),N/A,"^.{1,15}$",,,,,,,N/A,TRUE,,GL_MVP_t_katc_attributes_dp_3.2_003,NO CHANGES,,15.1.0,KATC_attributes-dp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesdpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesdpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q21,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(3),The data value complies with the required format: ALPHANUMERIC(3),g_currency_id,,,,,,t_katc_attributes_dp,,,,,,,,,ALPHANUMERIC(3),N/A,"^.{1,3}$",,,,,,,N/A,TRUE,,GL_MVP_t_katc_attributes_dp_3.2_004,NO CHANGES,,15.1.0,KATC_attributes-dp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesdpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesdpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q21,,4.2-Duplication of records for the same data (Duplicates),,YES,,"El campo clave formado por gf_cutoff_date
g_country_id
g_entity_id
gf_entity_id
g_customer_id
g_currency_id","The Table  does not contain duplicates in its Primary Key formed by gf_cutoff_date
g_country_id
g_entity_id
gf_entity_id
g_customer_id
g_currency_id","gf_cutoff_date
g_country_id
g_entity_id
gf_entity_id
g_customer_id
g_currency_id",,,,,,t_katc_attributes_dp,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_STR_t_katc_attributes_dp_4.2_000,NO CHANGES,,15.1.0,KATC_attributes-dp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesdpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesdpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q21,,6.9-Volumetry trend,,NO,,El volumen de registros del fichero t_katc_attributes_dp entre periodos no supera el umbral.Foto fin de mes.,The volume of records in the file t_katc_attributes_dp between periods does not exceed the threshold. End of month photo,N/A,,,,,,t_katc_attributes_dp,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_STR_t_katc_attributes_dp_6.9_000,NO CHANGES,,15.1.0,KATC_attributes-dp_MRObject.conf,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesdpmrobject-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesdpmrobject-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-dp_MRObject.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-CS-0490,FINISHED,DELIVERED,,4Q21,,3.4-Checking the data value within the expected range (value within a range),,NO,,El valor del campo debe ser mayor o igual a 0,The value of the field must be greater than or equal to 0,gf_12m_rl_fin_cushn_mth_number,,,,,,t_katc_attributes_dp,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,FALSE,,GL_DOM_t_katc_attributes_dp_3.4_000,NO CHANGES,,15.1.0,KATC_attributes-dp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesdpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesdpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-CS-0491,FINISHED,DELIVERED,,4Q21,,3.4-Checking the data value within the expected range (value within a range),,NO,,El valor del campo debe ser mayor o igual a 0,The value of the field must be greater than or equal to 0,gf_customer_accounts_number,,,,,,t_katc_attributes_dp,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,FALSE,,GL_DOM_t_katc_attributes_dp_3.4_001,NO CHANGES,,15.1.0,KATC_attributes-dp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesdpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesdpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,C360-CS-0496,FINISHED,DELIVERED,,4Q21,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
C245","This field must have one of the values ​​listed in your catalog:
C245",g_country_id,,,,,,t_katc_attributes_dp,,,,,,,,,N/A,C245,N/A,,,,,,,N/A,FALSE,,GL_DOM_t_katc_attributes_dp_3.5_000,NO CHANGES,,15.1.0,KATC_attributes-dp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesdpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesdpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-dp_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q21,,3.1-Checking the null data value (NULL or empty value),,YES,,"El campo g_country_id
 de la tabla t_katc_attributes_mp
 debe estar informado","The 
 field g_country_id from the object t_katc_attributes_mp
 must be informed",g_country_id,,,,,,t_katc_attributes_mp,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_MVP_t_katc_attributes_mp_3.1_000,NO CHANGES,,15.1.0,KATC_attributes-mp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-mp_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,MVP REGULARIZACION,FINISHED,DELIVERED,,4Q25,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
A191","This field must have one of the values ​​listed in your catalog:
A191",gf_audit_project_id,,,,,,t_knfa_home_center,,,,,,,,,N/A,A191,N/A,,,,,,,N/A,FALSE,,290019cc21,NEW,,18.3.3,KNFA_home-center_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-homecentermrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-homecentermrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KNFA,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-knfa/blob/18.3.3/hammurabi/confs/master/knfa/KNFA_home-center_MRField.conf,,04/11/2025,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q21,,3.1-Checking the null data value (NULL or empty value),,YES,,"El campo gf_entity_id
 de la tabla t_katc_attributes_mp
 debe estar informado","The 
 field gf_entity_id from the object t_katc_attributes_mp
 must be informed",gf_entity_id,,,,,,t_katc_attributes_mp,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_MVP_t_katc_attributes_mp_3.1_002,NO CHANGES,,15.1.0,KATC_attributes-mp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-mp_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q21,,3.1-Checking the null data value (NULL or empty value),,YES,,"El campo g_customer_id
 de la tabla t_katc_attributes_mp
 debe estar informado","The 
 field g_customer_id from the object t_katc_attributes_mp
 must be informed",g_customer_id,,,,,,t_katc_attributes_mp,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_MVP_t_katc_attributes_mp_3.1_003,NO CHANGES,,15.1.0,KATC_attributes-mp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-mp_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q21,,3.1-Checking the null data value (NULL or empty value),,YES,,"El campo g_currency_id
 de la tabla t_katc_attributes_mp
 debe estar informado","The 
 field g_currency_id from the object t_katc_attributes_mp
 must be informed",g_currency_id,,,,,,t_katc_attributes_mp,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_MVP_t_katc_attributes_mp_3.1_004,NO CHANGES,,15.1.0,KATC_attributes-mp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-mp_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q21,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(2),The data value complies with the required format: ALPHANUMERIC(2),g_country_id,,,,,,t_katc_attributes_mp,,,,,,,,,ALPHANUMERIC(2),N/A,"^.{1,2}$",,,,,,,N/A,TRUE,,GL_MVP_t_katc_attributes_mp_3.2_000,NO CHANGES,,15.1.0,KATC_attributes-mp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-mp_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,MVP REGULARIZACION,FINISHED,DELIVERED,,4Q25,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo:
A191","This field must have one of the values ​​listed in your catalog:
A191",gf_audit_project_id,,,,,,t_knfa_market_value,,,,,,,,,N/A,A191,N/A,,,,,,,N/A,FALSE,,290019d547,NEW,,18.3.3,KNFA_market-value_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-marketvaluemrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-marketvaluemrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KNFA,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-knfa/blob/18.3.3/hammurabi/confs/master/knfa/KNFA_market-value_MRField.conf,,04/11/2025,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q21,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(4),The data value complies with the required format: ALPHANUMERIC(4),gf_entity_id,,,,,,t_katc_attributes_mp,,,,,,,,,ALPHANUMERIC(4),N/A,"^.{1,4}$",,,,,,,N/A,TRUE,,GL_MVP_t_katc_attributes_mp_3.2_002,NO CHANGES,,15.1.0,KATC_attributes-mp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-mp_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q21,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(15),The data value complies with the required format: ALPHANUMERIC(15),g_customer_id,,,,,,t_katc_attributes_mp,,,,,,,,,ALPHANUMERIC(15),N/A,"^.{1,15}$",,,,,,,N/A,TRUE,,GL_MVP_t_katc_attributes_mp_3.2_003,NO CHANGES,,15.1.0,KATC_attributes-mp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-mp_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q21,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(3),The data value complies with the required format: ALPHANUMERIC(3),g_currency_id,,,,,,t_katc_attributes_mp,,,,,,,,,ALPHANUMERIC(3),N/A,"^.{1,3}$",,,,,,,N/A,TRUE,,GL_MVP_t_katc_attributes_mp_3.2_004,NO CHANGES,,15.1.0,KATC_attributes-mp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/15.1.0/hammurabi/confs/master/katc/KATC_attributes-mp_MRField.conf,,06/11/2024,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,3Q25,,4.2-Duplication of records for the same data (Duplicates),,YES,,"El campo clave formado por gf_cutoff_date
g_country_id
g_entity_id
gf_entity_id
g_customer_id
g_currency_id","The Table  does not contain duplicates in its Primary Key formed by gf_cutoff_date
g_country_id
g_entity_id
gf_entity_id
g_customer_id
g_currency_id","gf_cutoff_date
g_country_id
g_entity_id
gf_entity_id
g_customer_id
g_currency_id",,,,,,t_katc_attributes_mp,,,,,,,,,N/A,N/A,N/A,,,,,,,N/A,TRUE,,GL_STR_t_katc_attributes_mp_4.2_000,MOD,,17.4.0,KATC_attributes-mp_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KATC_APP-ID-24547_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/katc-gl-hmm-qlt-attributesmpmrfield-01.json?at=refs%2Ftags%2Fv18.4.4",KATC,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-katc/blob/17.4.0/hammurabi/confs/master/katc/KATC_attributes-mp_MRField.conf,,14/08/2025,Modified,
